name,entry_type,category,status,expected_type,default,effect_role,remarks,sources,source_inventory
MPCD_CUDA_PRIMARY_VERBOSE,env_flag,Backend principal,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0275_CUDA_PRIMARY_BACKEND.md; scripts/run_src_mpcd_cuda_primary_0275.sh,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_RUNTIME_BACKEND,env_flag,Backend principal,principal utilisateur,string,utilisé si MPCD_BACKEND absent; cuda par défaut dans runner primaire,Alias/fallback pour choisir cuda/openmp lorsque MPCD_BACKEND absent.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0275_CUDA_PRIMARY_BACKEND.md; scripts/run_src_mpcd_cuda_primary_0275.sh,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_ENABLE_LIVE_VIS,env_flag,Build option live visualization,ajout 0335,booléen/env truthy,false/off,Compile le support GLFW/OpenGL de visualisation live.,"Flag de build. Si absent, le module livevis reste no-op et le build standard ne dépend pas de GLFW/OpenGL.",scripts/build_src_mpcd_cuda_0315b.sh; src/live_visualization_0335.cpp; doc/README_live_visualization_0335a.md,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
MPCD_CUDA_Q6_DEBUG_SYNC,env_flag,CUDA Q6 — prototype/chantiers futurs,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; scripts/run_cuda_q6_tg_mean_removal_shortcut_0195.sh; scripts/run_cuda_q6_tg_reduction_0193.sh; scripts/run_cuda_q6_tg_reduction_modes_0194.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_DEVICE_SCALAR_BATCH,env_flag,CUDA Q6 — prototype/chantiers futurs,"prototype/préservé, hors jalon SRC classic 0286",booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_tg_combined_gpu_0203.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_DEVICE_SCALAR_CG,env_flag,CUDA Q6 — prototype/chantiers futurs,"prototype/préservé, hors jalon SRC classic 0286",booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_DEVICE_SCALAR_REDUCTION,env_flag,CUDA Q6 — prototype/chantiers futurs,"prototype/préservé, hors jalon SRC classic 0286",booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_DISABLE_PLAN_CACHE,env_flag,CUDA Q6 — prototype/chantiers futurs,"prototype/préservé, hors jalon SRC classic 0286",booléen/env truthy sauf mention contraire,false/off,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_HOST_BLOCK_SUM,env_flag,CUDA Q6 — prototype/chantiers futurs,"prototype/préservé, hors jalon SRC classic 0286",booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_LEGACY_HOST_SCALAR_CG,env_flag,CUDA Q6 — prototype/chantiers futurs,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_LEGACY_MEAN_REMOVAL_RESIDUAL_NORM,env_flag,CUDA Q6 — prototype/chantiers futurs,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_RESIDUAL_NORM_SHORTCUT,env_flag,CUDA Q6 — prototype/chantiers futurs,"prototype/préservé, hors jalon SRC classic 0286",booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_Q6_TIMING,env_flag,CUDA Q6 — prototype/chantiers futurs,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_persistent_cell_workspace_q6_0226.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_q6_tg_batched_cg_0197.sh; scripts/run_cuda_q6_tg_batched_cg_0198.sh; scripts/run_cuda_q6_tg_device_scalar_0196.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_Q6_PROFILE,env_flag,CUDA Q6 — prototype/chantiers futurs,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Contrôle les prototypes CUDA Q6; Q6 CUDA reste un chantier séparé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/q6_projection_adapter.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_CLASSIC_SRC_IO_FULLFACE_RESIDENT_0263,env_flag,CUDA SRC classic — inlet/outlet full-face,validé 0286,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Active le chemin résident inlet/outlet full-face SRC classic CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0263D_INACTIVE_RESERVOIR_FIX.md; doc/GPU_PATCH_0263_IO_FULLFACE_RESIDENT.md; doc/GPU_PATCH_0268_IO_FULLFACE_RESERVOIR_POOL.md; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_persistent_src_thermostat_circle_0284.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_CLASSIC_SRC_IO_FULLFACE_RESIDENT_0263_STRICT,env_flag,CUDA SRC classic — inlet/outlet full-face,validé 0286,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le chemin résident inlet/outlet full-face SRC classic CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_persistent_src_thermostat_circle_io_0285.sh; scripts/run_cuda_persistent_src_thermostat_io_fullface_0279.sh; scripts/run_cuda_persistent_src_thermostat_io_fullface_0279b.sh; scripts/run_cuda_persistent_src_thermostat_io_segmented_0280.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_CLASSIC_SRC_IO_FULLFACE_RESIDENT_0263_THREADS,env_flag,CUDA SRC classic — inlet/outlet full-face,validé 0286,entier,256 le plus souvent,Active le chemin résident inlet/outlet full-face SRC classic CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/cuda_classic_src_io_resident_0263.cu,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_CLASSIC_SRC_IO_RESIDENT_0268_DISABLE_POOL,env_flag,CUDA SRC classic — inlet/outlet full-face,réglage performance/interne,booléen/env truthy sauf mention contraire,false/off,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0268_IO_FULLFACE_RESERVOIR_POOL.md; doc/GPU_PATCH_0269A_IO_SEGMENTED_RESERVOIR_POOL.md; src/cuda_classic_src_io_resident_0263.cu,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_CLASSIC_SRC_IO_RESIDENT_0268_INSERT_THREADS,env_flag,CUDA SRC classic — inlet/outlet full-face,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0268_IO_FULLFACE_RESERVOIR_POOL.md; src/cuda_classic_src_io_resident_0263.cu,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_CLASSIC_SRC_IO_RESIDENT_0268_POOL_THREADS,env_flag,CUDA SRC classic — inlet/outlet full-face,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0268_IO_FULLFACE_RESERVOIR_POOL.md; src/cuda_classic_src_io_resident_0263.cu,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_INLET_OUTLET_FULLFACE_0249A,env_flag,CUDA SRC classic — inlet/outlet full-face,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0249A.md; scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_periodic_resident_0260.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_INLET_OUTLET_FULLFACE_0249A_THREADS,env_flag,CUDA SRC classic — inlet/outlet full-face,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_inlet_outlet_fullface_0249a.sh; scripts/run_cuda_inlet_outlet_segmented_0249b.sh; scripts/run_cuda_persistent_cell_state_0251.sh; scripts/run_cuda_persistent_src_collision_min_download_0257.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_RESIDENT_PROFILE_0268,env_flag,CUDA SRC classic — inlet/outlet full-face,diagnostic/profilage,booléen/env truthy sauf mention contraire,false/off,Active des sorties de profiling/instrumentation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_resident_perf_0268.sh,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
